suburb,local_board,region,metric,count,known_suburb,known_board,known_region,p_suburb,p_board,p_region
Manurewa,Manurewa Local Board Area,south,current_reg,2237,2959,5808,33754,0.7559986481919567,0.7913223140495868,0.8430111986727499
Manurewa,Manurewa Local Board Area,south,owner_reg,537,2959,5808,33754,0.18148022980736736,0.23433195592286502,0.29629080997807666
Manurewa East,Manurewa Local Board Area,south,animal_desexed,6,11,5808,33754,0.5454545454545454,0.5020661157024794,0.560407655388991
Manurewa East,Manurewa Local Board Area,south,classification,0,11,5808,33754,0,0.15685261707988982,0.10665402618948866
Manurewa East,Manurewa Local Board Area,south,current_reg,10,11,5808,33754,0.9090909090909091,0.7913223140495868,0.8430111986727499
Manurewa East,Manurewa Local Board Area,south,owner_reg,4,11,5808,33754,0.36363636363636365,0.23433195592286502,0.29629080997807666
Maraetai,Franklin Local Board Area,south,animal_desexed,262,352,11978,33754,0.7443181818181818,0.6668058106528636,0.560407655388991
Maraetai,Franklin Local Board Area,south,classification,5,352,11978,33754,0.014204545454545454,0.03414593421272333,0.10665402618948866
Maraetai,Franklin Local Board Area,south,current_reg,336,352,11978,33754,0.9545454545454546,0.9143429620971781,0.8430111986727499
Maraetai,Franklin Local Board Area,south,owner_reg,137,352,11978,33754,0.38920454545454547,0.4029888128235098,0.29629080997807666
Martins Bay,Rodney Local Board Area,north,animal_desexed,14,19,12635,43051,0.7368421052631579,0.6839730906212901,0.7100648068569836
Martins Bay,Rodney Local Board Area,north,classification,0,19,12635,43051,0,0.015116739216462208,0.016979861094980373
Martins Bay,Rodney Local Board Area,north,current_reg,18,19,12635,43051,0.9473684210526315,0.9270280965571824,0.9315695338087385
Martins Bay,Rodney Local Board Area,north,owner_reg,10,19,12635,43051,0.5263157894736842,0.39746735259200633,0.36059557269285264
Massey,Henderson-Massey Local Board Area,west,animal_desexed,1378,2305,10288,20046,0.5978308026030369,0.6254860031104199,0.6577870896937045
Massey,Henderson-Massey Local Board Area,west,classification,219,2305,10288,20046,0.09501084598698481,0.06833203732503888,0.05711862715753766
Massey,Henderson-Massey Local Board Area,west,current_reg,1957,2305,10288,20046,0.8490238611713666,0.8691679626749611,0.8856629751571385
Massey,Henderson-Massey Local Board Area,west,owner_reg,646,2305,10288,20046,0.28026030368763555,0.29587869362363917,0.305846552928265
Matakana,Rodney Local Board Area,north,animal_desexed,190,279,12635,43051,0.6810035842293907,0.6839730906212901,0.7100648068569836
Matakana,Rodney Local Board Area,north,classification,2,279,12635,43051,0.007168458781362007,0.015116739216462208,0.016979861094980373
Matakana,Rodney Local Board Area,north,current_reg,259,279,12635,43051,0.9283154121863799,0.9270280965571824,0.9315695338087385
Matakana,Rodney Local Board Area,north,owner_reg,96,279,12635,43051,0.34408602150537637,0.39746735259200633,0.36059557269285264
Matakatia,Hibiscus and Bays Local Board Area,north,animal_desexed,75,96,12529,43051,0.78125,0.7449118046132972,0.7100648068569836
Matakatia,Hibiscus and Bays Local Board Area,north,classification,1,96,12529,43051,0.010416666666666666,0.015005187963923697,0.016979861094980373
Matakatia,Hibiscus and Bays Local Board Area,north,current_reg,94,96,12529,43051,0.9791666666666666,0.9426929523505467,0.9315695338087385
Matakatia,Hibiscus and Bays Local Board Area,north,owner_reg,33,96,12529,43051,0.34375,0.37975895921462205,0.36059557269285264
Matheson Bay,Rodney Local Board Area,north,animal_desexed,29,39,12635,43051,0.7435897435897436,0.6839730906212901,0.7100648068569836
Matheson Bay,Rodney Local Board Area,north,classification,2,39,12635,43051,0.05128205128205128,0.015116739216462208,0.016979861094980373
Matheson Bay,Rodney Local Board Area,north,current_reg,33,39,12635,43051,0.8461538461538461,0.9270280965571824,0.9315695338087385
Matheson Bay,Rodney Local Board Area,north,owner_reg,15,39,12635,43051,0.38461538461538464,0.39746735259200633,0.36059557269285264
Mauku,Franklin Local Board Area,south,animal_desexed,5,23,11978,33754,0.21739130434782608,0.6668058106528636,0.560407655388991
Mauku,Franklin Local Board Area,south,classification,0,23,11978,33754,0,0.03414593421272333,0.10665402618948866
Mauku,Franklin Local Board Area,south,current_reg,23,23,11978,33754,1,0.9143429620971781,0.8430111986727499
Mauku,Franklin Local Board Area,south,owner_reg,15,23,11978,33754,0.6521739130434783,0.4029888128235098,0.29629080997807666
Meadowbank,Ōrākei Local Board Area,central,animal_desexed,384,522,7161,25368,0.735632183908046,0.6792347437508728,0.6542100283822138
Meadowbank,Ōrākei Local Board Area,central,classification,9,522,7161,25368,0.017241379310344827,0.013685239491691105,0.03717281614632608
Meadowbank,Ōrākei Local Board Area,central,current_reg,495,522,7161,25368,0.9482758620689655,0.9402318111995531,0.9155234941658783
Meadowbank,Ōrākei Local Board Area,central,owner_reg,164,522,7161,25368,0.31417624521072796,0.27370478983382207,0.2651371807000946
Mellons Bay,Howick Local Board Area,east,animal_desexed,270,368,8904,8904,0.7336956521739131,0.6630727762803235,0.6630727762803235
Mellons Bay,Howick Local Board Area,east,classification,6,368,8904,8904,0.016304347826086956,0.037511230907457324,0.037511230907457324
Mellons Bay,Howick Local Board Area,east,current_reg,353,368,8904,8904,0.9592391304347826,0.9174528301886793,0.9174528301886793
Mellons Bay,Howick Local Board Area,east,owner_reg,151,368,8904,8904,0.41032608695652173,0.3314240790655885,0.3314240790655885
Milford,Devonport-Takapuna Local Board Area,north,animal_desexed,396,544,4592,43051,0.7279411764705882,0.7253919860627178,0.7100648068569836
Milford,Devonport-Takapuna Local Board Area,north,classification,6,544,4592,43051,0.011029411764705883,0.01524390243902439,0.016979861094980373
Milford,Devonport-Takapuna Local Board Area,north,current_reg,499,544,4592,43051,0.9172794117647058,0.9368466898954704,0.9315695338087385
Milford,Devonport-Takapuna Local Board Area,north,owner_reg,146,544,4592,43051,0.26838235294117646,0.28702090592334495,0.36059557269285264
Mission Bay,Ōrākei Local Board Area,central,animal_desexed,279,415,7161,25368,0.672289156626506,0.6792347437508728,0.6542100283822138
Mission Bay,Ōrākei Local Board Area,central,classification,7,415,7161,25368,0.016867469879518072,0.013685239491691105,0.03717281614632608
Mission Bay,Ōrākei Local Board Area,central,current_reg,391,415,7161,25368,0.9421686746987952,0.9402318111995531,0.9155234941658783
Mission Bay,Ōrākei Local Board Area,central,owner_reg,107,415,7161,25368,0.25783132530120484,0.27370478983382207,0.2651371807000946
Morningside,Albert-Eden Local Board Area,central,animal_desexed,2,4,6233,25368,0.5,0.673672388897802,0.6542100283822138
Morningside,Albert-Eden Local Board Area,central,classification,0,4,6233,25368,0,0.027274185785336115,0.03717281614632608
Morningside,Albert-Eden Local Board Area,central,current_reg,4,4,6233,25368,1,0.9359858815979464,0.9155234941658783
Morningside,Albert-Eden Local Board Area,central,owner_reg,0,4,6233,25368,0,0.2826889138456602,0.2651371807000946
Motutara,Rodney Local Board Area,north,animal_desexed,58,86,12635,43051,0.6744186046511628,0.6839730906212901,0.7100648068569836
Motutara,Rodney Local Board Area,north,classification,2,86,12635,43051,0.023255813953488372,0.015116739216462208,0.016979861094980373
Motutara,Rodney Local Board Area,north,current_reg,82,86,12635,43051,0.9534883720930233,0.9270280965571824,0.9315695338087385
Motutara,Rodney Local Board Area,north,owner_reg,31,86,12635,43051,0.36046511627906974,0.39746735259200633,0.36059557269285264
Mount Albert,Albert-Eden Local Board Area,central,animal_desexed,736,1047,6233,25368,0.7029608404966571,0.673672388897802,0.6542100283822138
Mount Albert,Albert-Eden Local Board Area,central,classification,31,1047,6233,25368,0.029608404966571154,0.027274185785336115,0.03717281614632608
Mount Albert,Albert-Eden Local Board Area,central,current_reg,989,1047,6233,25368,0.944603629417383,0.9359858815979464,0.9155234941658783
Mount Albert,Albert-Eden Local Board Area,central,owner_reg,320,1047,6233,25368,0.30563514804202485,0.2826889138456602,0.2651371807000946
Mount Eden,Albert-Eden Local Board Area,central,animal_desexed,830,1217,6233,25368,0.6820049301561216,0.673672388897802,0.6542100283822138
Mount Eden,Albert-Eden Local Board Area,central,classification,12,1217,6233,25368,0.009860312243221035,0.027274185785336115,0.03717281614632608
Mount Eden,Albert-Eden Local Board Area,central,current_reg,1158,1217,6233,25368,0.9515201314708299,0.9359858815979464,0.9155234941658783
Mount Eden,Albert-Eden Local Board Area,central,owner_reg,378,1217,6233,25368,0.3105998356614626,0.2826889138456602,0.2651371807000946
Mount Rex,Rodney Local Board Area,north,animal_desexed,16,20,12635,43051,0.8,0.6839730906212901,0.7100648068569836
Mount Rex,Rodney Local Board Area,north,classification,1,20,12635,43051,0.05,0.015116739216462208,0.016979861094980373
Mount Rex,Rodney Local Board Area,north,current_reg,18,20,12635,43051,0.9,0.9270280965571824,0.9315695338087385
Mount Rex,Rodney Local Board Area,north,owner_reg,8,20,12635,43051,0.4,0.39746735259200633,0.36059557269285264
Mount Roskill,Puketāpapa Local Board Area,central,animal_desexed,608,1056,2180,25368,0.5757575757575758,0.6041284403669724,0.6542100283822138
Mount Roskill,Puketāpapa Local Board Area,central,classification,97,1056,2180,25368,0.09185606060606061,0.06972477064220184,0.03717281614632608
Mount Roskill,Puketāpapa Local Board Area,central,current_reg,876,1056,2180,25368,0.8295454545454546,0.8697247706422019,0.9155234941658783
Mount Roskill,Puketāpapa Local Board Area,central,owner_reg,231,1056,2180,25368,0.21875,0.23853211009174313,0.2651371807000946
Mount Wellington,Maungakiekie-Tāmaki Local Board Area,central,animal_desexed,781,1397,5484,25368,0.5590551181102362,0.5951859956236324,0.6542100283822138
Mount Wellington,Maungakiekie-Tāmaki Local Board Area,central,classification,156,1397,5484,25368,0.11166785969935576,0.08460977388767323,0.03717281614632608
Mount Wellington,Maungakiekie-Tāmaki Local Board Area,central,current_reg,1170,1397,5484,25368,0.8375089477451683,0.8659737417943107,0.9155234941658783
Mount Wellington,Maungakiekie-Tāmaki Local Board Area,central,owner_reg,337,1397,5484,25368,0.24123120973514675,0.2671407731582786,0.2651371807000946
Muriwai Beach,Rodney Local Board Area,north,animal_desexed,135,190,12635,43051,0.7105263157894737,0.6839730906212901,0.7100648068569836
Muriwai Beach,Rodney Local Board Area,north,classification,2,190,12635,43051,0.010526315789473684,0.015116739216462208,0.016979861094980373
Muriwai Beach,Rodney Local Board Area,north,current_reg,177,190,12635,43051,0.9315789473684211,0.9270280965571824,0.9315695338087385
Muriwai Beach,Rodney Local Board Area,north,owner_reg,74,190,12635,43051,0.3894736842105263,0.39746735259200633,0.36059557269285264
Muriwai Valley,Rodney Local Board Area,north,animal_desexed,185,271,12635,43051,0.6826568265682657,0.6839730906212901,0.7100648068569836
Muriwai Valley,Rodney Local Board Area,north,classification,3,271,12635,43051,0.01107011070110701,0.015116739216462208,0.016979861094980373
Muriwai Valley,Rodney Local Board Area,north,current_reg,245,271,12635,43051,0.9040590405904059,0.9270280965571824,0.9315695338087385
Muriwai Valley,Rodney Local Board Area,north,owner_reg,110,271,12635,43051,0.4059040590405904,0.39746735259200633,0.36059557269285264
Murrays Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,288,395,12529,43051,0.7291139240506329,0.7449118046132972,0.7100648068569836
Murrays Bay,Hibiscus and Bays Local Board Area,north,classification,4,395,12529,43051,0.010126582278481013,0.015005187963923697,0.016979861094980373
Murrays Bay,Hibiscus and Bays Local Board Area,north,current_reg,377,395,12529,43051,0.9544303797468354,0.9426929523505467,0.9315695338087385
Murrays Bay,Hibiscus and Bays Local Board Area,north,owner_reg,105,395,12529,43051,0.26582278481012656,0.37975895921462205,0.36059557269285264
Narrow Neck,Devonport-Takapuna Local Board Area,north,animal_desexed,221,306,4592,43051,0.7222222222222222,0.7253919860627178,0.7100648068569836
Narrow Neck,Devonport-Takapuna Local Board Area,north,classification,3,306,4592,43051,0.00980392156862745,0.01524390243902439,0.016979861094980373
Narrow Neck,Devonport-Takapuna Local Board Area,north,current_reg,296,306,4592,43051,0.9673202614379085,0.9368466898954704,0.9315695338087385
Narrow Neck,Devonport-Takapuna Local Board Area,north,owner_reg,91,306,4592,43051,0.2973856209150327,0.28702090592334495,0.36059557269285264
New Lynn,Whau Local Board Area,west,animal_desexed,602,932,3694,20046,0.6459227467811158,0.6448294531672983,0.6577870896937045
New Lynn,Whau Local Board Area,west,classification,53,932,3694,20046,0.05686695278969957,0.06442880346507851,0.05711862715753766
New Lynn,Whau Local Board Area,west,current_reg,795,932,3694,20046,0.8530042918454935,0.8752030319436924,0.8856629751571385
New Lynn,Whau Local Board Area,west,owner_reg,267,932,3694,20046,0.286480686695279,0.2698971304818625,0.305846552928265
New Windsor,Whau Local Board Area,west,animal_desexed,192,300,3694,20046,0.64,0.6448294531672983,0.6577870896937045
New Windsor,Whau Local Board Area,west,classification,17,300,3694,20046,0.056666666666666664,0.06442880346507851,0.05711862715753766
New Windsor,Whau Local Board Area,west,current_reg,275,300,3694,20046,0.9166666666666666,0.8752030319436924,0.8856629751571385
New Windsor,Whau Local Board Area,west,owner_reg,80,300,3694,20046,0.26666666666666666,0.2698971304818625,0.305846552928265
Newmarket,Waitematā Local Board Area,central,animal_desexed,39,60,4310,25368,0.65,0.6849187935034803,0.6542100283822138
Newmarket,Waitematā Local Board Area,central,classification,0,60,4310,25368,0,0.013689095127610209,0.03717281614632608
Newmarket,Waitematā Local Board Area,central,current_reg,53,60,4310,25368,0.8833333333333333,0.9310904872389791,0.9155234941658783
Newmarket,Waitematā Local Board Area,central,owner_reg,16,60,4310,25368,0.26666666666666666,0.23642691415313224,0.2651371807000946
Newton,Waitematā Local Board Area,central,animal_desexed,31,52,4310,25368,0.5961538461538461,0.6849187935034803,0.6542100283822138
Newton,Waitematā Local Board Area,central,classification,1,52,4310,25368,0.019230769230769232,0.013689095127610209,0.03717281614632608
Newton,Waitematā Local Board Area,central,current_reg,47,52,4310,25368,0.9038461538461539,0.9310904872389791,0.9155234941658783
Newton,Waitematā Local Board Area,central,owner_reg,11,52,4310,25368,0.21153846153846154,0.23642691415313224,0.2651371807000946
Northcote,Kaipātiki Local Board Area,north,animal_desexed,384,567,6275,43051,0.6772486772486772,0.7018326693227092,0.7100648068569836
Northcote,Kaipātiki Local Board Area,north,classification,12,567,6275,43051,0.021164021164021163,0.025816733067729084,0.016979861094980373
Northcote,Kaipātiki Local Board Area,north,current_reg,515,567,6275,43051,0.908289241622575,0.9164940239043825,0.9315695338087385
Northcote,Kaipātiki Local Board Area,north,owner_reg,156,567,6275,43051,0.2751322751322751,0.3244621513944223,0.36059557269285264
Northcote Point,Kaipātiki Local Board Area,north,animal_desexed,172,253,6275,43051,0.6798418972332015,0.7018326693227092,0.7100648068569836
Northcote Point,Kaipātiki Local Board Area,north,classification,2,253,6275,43051,0.007905138339920948,0.025816733067729084,0.016979861094980373
Northcote Point,Kaipātiki Local Board Area,north,current_reg,239,253,6275,43051,0.9446640316205533,0.9164940239043825,0.9315695338087385
Northcote Point,Kaipātiki Local Board Area,north,owner_reg,70,253,6275,43051,0.2766798418972332,0.3244621513944223,0.36059557269285264
Northcross,Hibiscus and Bays Local Board Area,north,animal_desexed,179,241,12529,43051,0.7427385892116183,0.7449118046132972,0.7100648068569836
Northcross,Hibiscus and Bays Local Board Area,north,classification,4,241,12529,43051,0.016597510373443983,0.015005187963923697,0.016979861094980373
Northcross,Hibiscus and Bays Local Board Area,north,current_reg,213,241,12529,43051,0.8838174273858921,0.9426929523505467,0.9315695338087385
Northcross,Hibiscus and Bays Local Board Area,north,owner_reg,76,241,12529,43051,0.3153526970954357,0.37975895921462205,0.36059557269285264
Northpark,Howick Local Board Area,east,animal_desexed,407,584,8904,8904,0.696917808219178,0.6630727762803235,0.6630727762803235
Northpark,Howick Local Board Area,east,classification,2,584,8904,8904,0.003424657534246575,0.037511230907457324,0.037511230907457324
Northpark,Howick Local Board Area,east,current_reg,548,584,8904,8904,0.9383561643835616,0.9174528301886793,0.9174528301886793
Northpark,Howick Local Board Area,east,owner_reg,217,584,8904,8904,0.3715753424657534,0.3314240790655885,0.3314240790655885
Ohirangi,Rodney Local Board Area,north,animal_desexed,5,11,12635,43051,0.45454545454545453,0.6839730906212901,0.7100648068569836
Ohirangi,Rodney Local Board Area,north,classification,0,11,12635,43051,0,0.015116739216462208,0.016979861094980373
Ohirangi,Rodney Local Board Area,north,current_reg,11,11,12635,43051,1,0.9270280965571824,0.9315695338087385
Ohirangi,Rodney Local Board Area,north,owner_reg,6,11,12635,43051,0.5454545454545454,0.39746735259200633,0.36059557269285264
Okoromai Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,90,119,12529,43051,0.7563025210084033,0.7449118046132972,0.7100648068569836
Okoromai Bay,Hibiscus and Bays Local Board Area,north,classification,2,119,12529,43051,0.01680672268907563,0.015005187963923697,0.016979861094980373
Okoromai Bay,Hibiscus and Bays Local Board Area,north,current_reg,117,119,12529,43051,0.9831932773109243,0.9426929523505467,0.9315695338087385
Okoromai Bay,Hibiscus and Bays Local Board Area,north,owner_reg,58,119,12529,43051,0.48739495798319327,0.37975895921462205,0.36059557269285264
Okura,Hibiscus and Bays Local Board Area,north,animal_desexed,63,95,12529,43051,0.6631578947368421,0.7449118046132972,0.7100648068569836
Okura,Hibiscus and Bays Local Board Area,north,classification,0,95,12529,43051,0,0.015005187963923697,0.016979861094980373
Okura,Hibiscus and Bays Local Board Area,north,current_reg,92,95,12529,43051,0.968421052631579,0.9426929523505467,0.9315695338087385
Okura,Hibiscus and Bays Local Board Area,north,owner_reg,31,95,12529,43051,0.3263157894736842,0.37975895921462205,0.36059557269285264
Omaha,Rodney Local Board Area,north,animal_desexed,77,98,12635,43051,0.7857142857142857,0.6839730906212901,0.7100648068569836
Omaha,Rodney Local Board Area,north,classification,0,98,12635,43051,0,0.015116739216462208,0.016979861094980373
Omaha,Rodney Local Board Area,north,current_reg,93,98,12635,43051,0.9489795918367347,0.9270280965571824,0.9315695338087385
Omaha,Rodney Local Board Area,north,owner_reg,35,98,12635,43051,0.35714285714285715,0.39746735259200633,0.36059557269285264
Omaha Flats,Rodney Local Board Area,north,animal_desexed,38,55,12635,43051,0.6909090909090909,0.6839730906212901,0.7100648068569836
Omaha Flats,Rodney Local Board Area,north,classification,0,55,12635,43051,0,0.015116739216462208,0.016979861094980373
Omaha Flats,Rodney Local Board Area,north,current_reg,51,55,12635,43051,0.9272727272727272,0.9270280965571824,0.9315695338087385
Omaha Flats,Rodney Local Board Area,north,owner_reg,27,55,12635,43051,0.4909090909090909,0.39746735259200633,0.36059557269285264
One Tree Hill,Maungakiekie-Tāmaki Local Board Area,central,animal_desexed,66,92,5484,25368,0.717391304347826,0.5951859956236324,0.6542100283822138
One Tree Hill,Maungakiekie-Tāmaki Local Board Area,central,classification,2,92,5484,25368,0.021739130434782608,0.08460977388767323,0.03717281614632608
One Tree Hill,Maungakiekie-Tāmaki Local Board Area,central,current_reg,85,92,5484,25368,0.9239130434782609,0.8659737417943107,0.9155234941658783
One Tree Hill,Maungakiekie-Tāmaki Local Board Area,central,owner_reg,42,92,5484,25368,0.45652173913043476,0.2671407731582786,0.2651371807000946
Onehunga,Maungakiekie-Tāmaki Local Board Area,central,animal_desexed,877,1395,5484,25368,0.628673835125448,0.5951859956236324,0.6542100283822138
Onehunga,Maungakiekie-Tāmaki Local Board Area,central,classification,94,1395,5484,25368,0.06738351254480286,0.08460977388767323,0.03717281614632608
Onehunga,Maungakiekie-Tāmaki Local Board Area,central,current_reg,1225,1395,5484,25368,0.8781362007168458,0.8659737417943107,0.9155234941658783
Onehunga,Maungakiekie-Tāmaki Local Board Area,central,owner_reg,390,1395,5484,25368,0.27956989247311825,0.2671407731582786,0.2651371807000946
Opahi Bay,Rodney Local Board Area,north,animal_desexed,7,10,12635,43051,0.7,0.6839730906212901,0.7100648068569836
Opahi Bay,Rodney Local Board Area,north,classification,0,10,12635,43051,0,0.015116739216462208,0.016979861094980373
Opahi Bay,Rodney Local Board Area,north,current_reg,10,10,12635,43051,1,0.9270280965571824,0.9315695338087385
Opahi Bay,Rodney Local Board Area,north,owner_reg,5,10,12635,43051,0.5,0.39746735259200633,0.36059557269285264
Orakei,Ōrākei Local Board Area,central,animal_desexed,330,519,7161,25368,0.6358381502890174,0.6792347437508728,0.6542100283822138
Orakei,Ōrākei Local Board Area,central,classification,19,519,7161,25368,0.036608863198458574,0.013685239491691105,0.03717281614632608
Orakei,Ōrākei Local Board Area,central,current_reg,465,519,7161,25368,0.8959537572254336,0.9402318111995531,0.9155234941658783
Orakei,Ōrākei Local Board Area,central,owner_reg,139,519,7161,25368,0.2678227360308285,0.27370478983382207,0.2651371807000946
Oratia,Waitākere Ranges Local Board Area,west,animal_desexed,248,341,6064,20046,0.7272727272727273,0.7204815303430079,0.6577870896937045
