suburb,local_board,region,metric,count,known_suburb,known_board,known_region,p_suburb,p_board,p_region
Big Omaha,Rodney Local Board Area,north,classification,2,43,12635,43051,0.046511627906976744,0.015116739216462208,0.016979861094980373
Big Omaha,Rodney Local Board Area,north,current_reg,40,43,12635,43051,0.9302325581395349,0.9270280965571824,0.9315695338087385
Big Omaha,Rodney Local Board Area,north,owner_reg,15,43,12635,43051,0.3488372093023256,0.39746735259200633,0.36059557269285264
Birkdale,Kaipātiki Local Board Area,north,animal_desexed,559,790,6275,43051,0.7075949367088608,0.7018326693227092,0.7100648068569836
Birkdale,Kaipātiki Local Board Area,north,classification,31,790,6275,43051,0.039240506329113925,0.025816733067729084,0.016979861094980373
Birkdale,Kaipātiki Local Board Area,north,current_reg,709,790,6275,43051,0.8974683544303798,0.9164940239043825,0.9315695338087385
Birkdale,Kaipātiki Local Board Area,north,owner_reg,286,790,6275,43051,0.3620253164556962,0.3244621513944223,0.36059557269285264
Birkenhead,Kaipātiki Local Board Area,north,animal_desexed,577,823,6275,43051,0.701093560145808,0.7018326693227092,0.7100648068569836
Birkenhead,Kaipātiki Local Board Area,north,classification,11,823,6275,43051,0.013365735115431349,0.025816733067729084,0.016979861094980373
Birkenhead,Kaipātiki Local Board Area,north,current_reg,776,823,6275,43051,0.9428918590522479,0.9164940239043825,0.9315695338087385
Birkenhead,Kaipātiki Local Board Area,north,owner_reg,266,823,6275,43051,0.32320777642770354,0.3244621513944223,0.36059557269285264
Blockhouse Bay,Whau Local Board Area,west,animal_desexed,429,609,3694,20046,0.7044334975369458,0.6448294531672983,0.6577870896937045
Blockhouse Bay,Whau Local Board Area,west,classification,30,609,3694,20046,0.04926108374384237,0.06442880346507851,0.05711862715753766
Blockhouse Bay,Whau Local Board Area,west,current_reg,555,609,3694,20046,0.9113300492610837,0.8752030319436924,0.8856629751571385
Blockhouse Bay,Whau Local Board Area,west,owner_reg,166,609,3694,20046,0.27257799671592775,0.2698971304818625,0.305846552928265
Bombay,Franklin Local Board Area,south,animal_desexed,248,373,11978,33754,0.6648793565683646,0.6668058106528636,0.560407655388991
Bombay,Franklin Local Board Area,south,classification,6,373,11978,33754,0.0160857908847185,0.03414593421272333,0.10665402618948866
Bombay,Franklin Local Board Area,south,current_reg,350,373,11978,33754,0.938337801608579,0.9143429620971781,0.8430111986727499
Bombay,Franklin Local Board Area,south,owner_reg,138,373,11978,33754,0.3699731903485255,0.4029888128235098,0.29629080997807666
Bon Accord,Rodney Local Board Area,north,animal_desexed,5,7,12635,43051,0.7142857142857143,0.6839730906212901,0.7100648068569836
Bon Accord,Rodney Local Board Area,north,classification,0,7,12635,43051,0,0.015116739216462208,0.016979861094980373
Bon Accord,Rodney Local Board Area,north,current_reg,3,7,12635,43051,0.42857142857142855,0.9270280965571824,0.9315695338087385
Bon Accord,Rodney Local Board Area,north,owner_reg,2,7,12635,43051,0.2857142857142857,0.39746735259200633,0.36059557269285264
Botany Downs,Howick Local Board Area,east,animal_desexed,223,293,8904,8904,0.7610921501706485,0.6630727762803235,0.6630727762803235
Botany Downs,Howick Local Board Area,east,classification,9,293,8904,8904,0.030716723549488054,0.037511230907457324,0.037511230907457324
Botany Downs,Howick Local Board Area,east,current_reg,274,293,8904,8904,0.9351535836177475,0.9174528301886793,0.9174528301886793
Botany Downs,Howick Local Board Area,east,owner_reg,107,293,8904,8904,0.3651877133105802,0.3314240790655885,0.3314240790655885
Brookby,Franklin Local Board Area,south,animal_desexed,26,53,11978,33754,0.49056603773584906,0.6668058106528636,0.560407655388991
Brookby,Franklin Local Board Area,south,classification,0,53,11978,33754,0,0.03414593421272333,0.10665402618948866
Brookby,Franklin Local Board Area,south,current_reg,50,53,11978,33754,0.9433962264150944,0.9143429620971781,0.8430111986727499
Brookby,Franklin Local Board Area,south,owner_reg,26,53,11978,33754,0.49056603773584906,0.4029888128235098,0.29629080997807666
Browns Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,677,925,12529,43051,0.7318918918918919,0.7449118046132972,0.7100648068569836
Browns Bay,Hibiscus and Bays Local Board Area,north,classification,16,925,12529,43051,0.017297297297297298,0.015005187963923697,0.016979861094980373
Browns Bay,Hibiscus and Bays Local Board Area,north,current_reg,868,925,12529,43051,0.9383783783783783,0.9426929523505467,0.9315695338087385
Browns Bay,Hibiscus and Bays Local Board Area,north,owner_reg,327,925,12529,43051,0.3535135135135135,0.37975895921462205,0.36059557269285264
Buckland,Franklin Local Board Area,south,animal_desexed,28,41,11978,33754,0.6829268292682927,0.6668058106528636,0.560407655388991
Buckland,Franklin Local Board Area,south,classification,1,41,11978,33754,0.024390243902439025,0.03414593421272333,0.10665402618948866
Buckland,Franklin Local Board Area,south,current_reg,37,41,11978,33754,0.9024390243902439,0.9143429620971781,0.8430111986727499
Buckland,Franklin Local Board Area,south,owner_reg,17,41,11978,33754,0.4146341463414634,0.4029888128235098,0.29629080997807666
Bucklands Beach,Howick Local Board Area,east,animal_desexed,275,428,8904,8904,0.6425233644859814,0.6630727762803235,0.6630727762803235
Bucklands Beach,Howick Local Board Area,east,classification,9,428,8904,8904,0.02102803738317757,0.037511230907457324,0.037511230907457324
Bucklands Beach,Howick Local Board Area,east,current_reg,406,428,8904,8904,0.9485981308411215,0.9174528301886793,0.9174528301886793
Bucklands Beach,Howick Local Board Area,east,owner_reg,138,428,8904,8904,0.32242990654205606,0.3314240790655885,0.3314240790655885
Buckleton Beach,Rodney Local Board Area,north,animal_desexed,13,17,12635,43051,0.7647058823529411,0.6839730906212901,0.7100648068569836
Buckleton Beach,Rodney Local Board Area,north,classification,0,17,12635,43051,0,0.015116739216462208,0.016979861094980373
Buckleton Beach,Rodney Local Board Area,north,current_reg,17,17,12635,43051,1,0.9270280965571824,0.9315695338087385
Buckleton Beach,Rodney Local Board Area,north,owner_reg,10,17,12635,43051,0.5882352941176471,0.39746735259200633,0.36059557269285264
Campbells Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,223,309,12529,43051,0.7216828478964401,0.7449118046132972,0.7100648068569836
Campbells Bay,Hibiscus and Bays Local Board Area,north,classification,3,309,12529,43051,0.009708737864077669,0.015005187963923697,0.016979861094980373
Campbells Bay,Hibiscus and Bays Local Board Area,north,current_reg,302,309,12529,43051,0.9773462783171522,0.9426929523505467,0.9315695338087385
Campbells Bay,Hibiscus and Bays Local Board Area,north,owner_reg,97,309,12529,43051,0.313915857605178,0.37975895921462205,0.36059557269285264
Campbells Beach,Rodney Local Board Area,north,animal_desexed,7,8,12635,43051,0.875,0.6839730906212901,0.7100648068569836
Campbells Beach,Rodney Local Board Area,north,classification,0,8,12635,43051,0,0.015116739216462208,0.016979861094980373
Campbells Beach,Rodney Local Board Area,north,current_reg,8,8,12635,43051,1,0.9270280965571824,0.9315695338087385
Campbells Beach,Rodney Local Board Area,north,owner_reg,3,8,12635,43051,0.375,0.39746735259200633,0.36059557269285264
Castor Bay,Devonport-Takapuna Local Board Area,north,animal_desexed,290,386,4592,43051,0.7512953367875648,0.7253919860627178,0.7100648068569836
Castor Bay,Devonport-Takapuna Local Board Area,north,classification,5,386,4592,43051,0.012953367875647668,0.01524390243902439,0.016979861094980373
Castor Bay,Devonport-Takapuna Local Board Area,north,current_reg,369,386,4592,43051,0.9559585492227979,0.9368466898954704,0.9315695338087385
Castor Bay,Devonport-Takapuna Local Board Area,north,owner_reg,106,386,4592,43051,0.27461139896373055,0.28702090592334495,0.36059557269285264
Chatswood,Kaipātiki Local Board Area,north,animal_desexed,198,278,6275,43051,0.7122302158273381,0.7018326693227092,0.7100648068569836
Chatswood,Kaipātiki Local Board Area,north,classification,6,278,6275,43051,0.02158273381294964,0.025816733067729084,0.016979861094980373
Chatswood,Kaipātiki Local Board Area,north,current_reg,257,278,6275,43051,0.9244604316546763,0.9164940239043825,0.9315695338087385
Chatswood,Kaipātiki Local Board Area,north,owner_reg,110,278,6275,43051,0.39568345323741005,0.3244621513944223,0.36059557269285264
Clarks Beach,Franklin Local Board Area,south,animal_desexed,125,175,11978,33754,0.7142857142857143,0.6668058106528636,0.560407655388991
Clarks Beach,Franklin Local Board Area,south,classification,7,175,11978,33754,0.04,0.03414593421272333,0.10665402618948866
Clarks Beach,Franklin Local Board Area,south,current_reg,165,175,11978,33754,0.9428571428571428,0.9143429620971781,0.8430111986727499
Clarks Beach,Franklin Local Board Area,south,owner_reg,64,175,11978,33754,0.3657142857142857,0.4029888128235098,0.29629080997807666
Clendon Park,Manurewa Local Board Area,south,animal_desexed,158,426,5808,33754,0.37089201877934275,0.5020661157024794,0.560407655388991
Clendon Park,Manurewa Local Board Area,south,classification,95,426,5808,33754,0.22300469483568075,0.15685261707988982,0.10665402618948866
Clendon Park,Manurewa Local Board Area,south,current_reg,287,426,5808,33754,0.6737089201877934,0.7913223140495868,0.8430111986727499
Clendon Park,Manurewa Local Board Area,south,owner_reg,56,426,5808,33754,0.13145539906103287,0.23433195592286502,0.29629080997807666
Clevedon,Franklin Local Board Area,south,animal_desexed,371,643,11978,33754,0.5769828926905132,0.6668058106528636,0.560407655388991
Clevedon,Franklin Local Board Area,south,classification,10,643,11978,33754,0.015552099533437015,0.03414593421272333,0.10665402618948866
Clevedon,Franklin Local Board Area,south,current_reg,607,643,11978,33754,0.9440124416796267,0.9143429620971781,0.8430111986727499
Clevedon,Franklin Local Board Area,south,owner_reg,212,643,11978,33754,0.3297045101088647,0.4029888128235098,0.29629080997807666
Clover Park,Howick Local Board Area,east,animal_desexed,120,265,8904,8904,0.4528301886792453,0.6630727762803235,0.6630727762803235
Clover Park,Howick Local Board Area,east,classification,36,265,8904,8904,0.13584905660377358,0.037511230907457324,0.037511230907457324
Clover Park,Howick Local Board Area,east,current_reg,206,265,8904,8904,0.7773584905660378,0.9174528301886793,0.9174528301886793
Clover Park,Howick Local Board Area,east,owner_reg,40,265,8904,8904,0.1509433962264151,0.3314240790655885,0.3314240790655885
Coal Mine Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,2,3,12529,43051,0.6666666666666666,0.7449118046132972,0.7100648068569836
Coal Mine Bay,Hibiscus and Bays Local Board Area,north,classification,0,3,12529,43051,0,0.015005187963923697,0.016979861094980373
Coal Mine Bay,Hibiscus and Bays Local Board Area,north,current_reg,3,3,12529,43051,1,0.9426929523505467,0.9315695338087385
Coal Mine Bay,Hibiscus and Bays Local Board Area,north,owner_reg,0,3,12529,43051,0,0.37975895921462205,0.36059557269285264
Coatesville,Rodney Local Board Area,north,animal_desexed,273,414,12635,43051,0.6594202898550725,0.6839730906212901,0.7100648068569836
Coatesville,Rodney Local Board Area,north,classification,4,414,12635,43051,0.00966183574879227,0.015116739216462208,0.016979861094980373
Coatesville,Rodney Local Board Area,north,current_reg,386,414,12635,43051,0.9323671497584541,0.9270280965571824,0.9315695338087385
Coatesville,Rodney Local Board Area,north,owner_reg,137,414,12635,43051,0.3309178743961353,0.39746735259200633,0.36059557269285264
Cockle Bay,Howick Local Board Area,east,animal_desexed,279,379,8904,8904,0.7361477572559367,0.6630727762803235,0.6630727762803235
Cockle Bay,Howick Local Board Area,east,classification,6,379,8904,8904,0.0158311345646438,0.037511230907457324,0.037511230907457324
Cockle Bay,Howick Local Board Area,east,current_reg,368,379,8904,8904,0.9709762532981531,0.9174528301886793,0.9174528301886793
Cockle Bay,Howick Local Board Area,east,owner_reg,141,379,8904,8904,0.3720316622691293,0.3314240790655885,0.3314240790655885
Conifer Grove,Papakura Local Board Area,south,animal_desexed,319,513,5967,33754,0.621832358674464,0.5828724652254064,0.560407655388991
Conifer Grove,Papakura Local Board Area,south,classification,29,513,5967,33754,0.056530214424951264,0.08982738394503101,0.10665402618948866
Conifer Grove,Papakura Local Board Area,south,current_reg,463,513,5967,33754,0.9025341130604289,0.8327467739232445,0.8430111986727499
Conifer Grove,Papakura Local Board Area,south,owner_reg,192,513,5967,33754,0.3742690058479532,0.32797050444109266,0.29629080997807666
Cornwallis,Waitākere Ranges Local Board Area,west,animal_desexed,19,26,6064,20046,0.7307692307692307,0.7204815303430079,0.6577870896937045
Cornwallis,Waitākere Ranges Local Board Area,west,classification,2,26,6064,20046,0.07692307692307693,0.033641160949868076,0.05711862715753766
Cornwallis,Waitākere Ranges Local Board Area,west,current_reg,25,26,6064,20046,0.9615384615384616,0.9200197889182058,0.8856629751571385
Cornwallis,Waitākere Ranges Local Board Area,west,owner_reg,10,26,6064,20046,0.38461538461538464,0.34465699208443273,0.305846552928265
Dairy Flat,Rodney Local Board Area,north,animal_desexed,386,601,12635,43051,0.6422628951747088,0.6839730906212901,0.7100648068569836
Dairy Flat,Rodney Local Board Area,north,classification,14,601,12635,43051,0.02329450915141431,0.015116739216462208,0.016979861094980373
Dairy Flat,Rodney Local Board Area,north,current_reg,529,601,12635,43051,0.8801996672212978,0.9270280965571824,0.9315695338087385
Dairy Flat,Rodney Local Board Area,north,owner_reg,187,601,12635,43051,0.31114808652246256,0.39746735259200633,0.36059557269285264
Devonport,Devonport-Takapuna Local Board Area,north,animal_desexed,597,779,4592,43051,0.766367137355584,0.7253919860627178,0.7100648068569836
Devonport,Devonport-Takapuna Local Board Area,north,classification,7,779,4592,43051,0.008985879332477536,0.01524390243902439,0.016979861094980373
Devonport,Devonport-Takapuna Local Board Area,north,current_reg,738,779,4592,43051,0.9473684210526315,0.9368466898954704,0.9315695338087385
Devonport,Devonport-Takapuna Local Board Area,north,owner_reg,229,779,4592,43051,0.2939666238767651,0.28702090592334495,0.36059557269285264
Dome Valley,Rodney Local Board Area,north,animal_desexed,47,80,12635,43051,0.5875,0.6839730906212901,0.7100648068569836
Dome Valley,Rodney Local Board Area,north,classification,1,80,12635,43051,0.0125,0.015116739216462208,0.016979861094980373
Dome Valley,Rodney Local Board Area,north,current_reg,72,80,12635,43051,0.9,0.9270280965571824,0.9315695338087385
Dome Valley,Rodney Local Board Area,north,owner_reg,33,80,12635,43051,0.4125,0.39746735259200633,0.36059557269285264
Drury,Franklin Local Board Area,south,animal_desexed,796,1285,11978,33754,0.619455252918288,0.6668058106528636,0.560407655388991
Drury,Franklin Local Board Area,south,classification,42,1285,11978,33754,0.03268482490272374,0.03414593421272333,0.10665402618948866
Drury,Franklin Local Board Area,south,current_reg,1177,1285,11978,33754,0.9159533073929961,0.9143429620971781,0.8430111986727499
Drury,Franklin Local Board Area,south,owner_reg,593,1285,11978,33754,0.4614785992217899,0.4029888128235098,0.29629080997807666
East Coast Bays,Hibiscus and Bays Local Board Area,north,animal_desexed,1,1,12529,43051,1,0.7449118046132972,0.7100648068569836
East Coast Bays,Hibiscus and Bays Local Board Area,north,classification,0,1,12529,43051,0,0.015005187963923697,0.016979861094980373
East Coast Bays,Hibiscus and Bays Local Board Area,north,current_reg,1,1,12529,43051,1,0.9426929523505467,0.9315695338087385
East Coast Bays,Hibiscus and Bays Local Board Area,north,owner_reg,0,1,12529,43051,0,0.37975895921462205,0.36059557269285264
East Tamaki,Ōtara-Papatoetoe Local Board Area,south,animal_desexed,381,577,5192,33754,0.6603119584055459,0.44895993836671805,0.560407655388991
East Tamaki,Ōtara-Papatoetoe Local Board Area,south,classification,14,577,5192,33754,0.024263431542461005,0.15677966101694915,0.10665402618948866
East Tamaki,Ōtara-Papatoetoe Local Board Area,south,current_reg,534,577,5192,33754,0.925476603119584,0.8164483821263482,0.8430111986727499
East Tamaki,Ōtara-Papatoetoe Local Board Area,south,owner_reg,183,577,5192,33754,0.317157712305026,0.21610169491525424,0.29629080997807666
East Tamaki Heights,Ōtara-Papatoetoe Local Board Area,south,animal_desexed,61,88,5192,33754,0.6931818181818182,0.44895993836671805,0.560407655388991
East Tamaki Heights,Ōtara-Papatoetoe Local Board Area,south,classification,2,88,5192,33754,0.022727272727272728,0.15677966101694915,0.10665402618948866
East Tamaki Heights,Ōtara-Papatoetoe Local Board Area,south,current_reg,84,88,5192,33754,0.9545454545454546,0.8164483821263482,0.8430111986727499
East Tamaki Heights,Ōtara-Papatoetoe Local Board Area,south,owner_reg,24,88,5192,33754,0.2727272727272727,0.21610169491525424,0.29629080997807666
Eastern Beach,Howick Local Board Area,east,animal_desexed,101,145,8904,8904,0.696551724137931,0.6630727762803235,0.6630727762803235
Eastern Beach,Howick Local Board Area,east,classification,0,145,8904,8904,0,0.037511230907457324,0.037511230907457324
Eastern Beach,Howick Local Board Area,east,current_reg,134,145,8904,8904,0.9241379310344827,0.9174528301886793,0.9174528301886793
Eastern Beach,Howick Local Board Area,east,owner_reg,63,145,8904,8904,0.43448275862068964,0.3314240790655885,0.3314240790655885
Eden Terrace,Waitematā Local Board Area,central,animal_desexed,68,101,4310,25368,0.6732673267326733,0.6849187935034803,0.6542100283822138
Eden Terrace,Waitematā Local Board Area,central,classification,5,101,4310,25368,0.04950495049504951,0.013689095127610209,0.03717281614632608
Eden Terrace,Waitematā Local Board Area,central,current_reg,90,101,4310,25368,0.8910891089108911,0.9310904872389791,0.9155234941658783
Eden Terrace,Waitematā Local Board Area,central,owner_reg,25,101,4310,25368,0.24752475247524752,0.23642691415313224,0.2651371807000946
Ellerslie,Ōrākei Local Board Area,central,animal_desexed,458,736,7161,25368,0.6222826086956522,0.6792347437508728,0.6542100283822138
Ellerslie,Ōrākei Local Board Area,central,classification,15,736,7161,25368,0.020380434782608696,0.013685239491691105,0.03717281614632608
Ellerslie,Ōrākei Local Board Area,central,current_reg,685,736,7161,25368,0.9307065217391305,0.9402318111995531,0.9155234941658783
Ellerslie,Ōrākei Local Board Area,central,owner_reg,218,736,7161,25368,0.296195652173913,0.27370478983382207,0.2651371807000946
Epsom,Albert-Eden Local Board Area,central,animal_desexed,622,945,6233,25368,0.6582010582010582,0.673672388897802,0.6542100283822138
Epsom,Albert-Eden Local Board Area,central,classification,16,945,6233,25368,0.016931216931216932,0.027274185785336115,0.03717281614632608
Epsom,Albert-Eden Local Board Area,central,current_reg,897,945,6233,25368,0.9492063492063492,0.9359858815979464,0.9155234941658783
Epsom,Albert-Eden Local Board Area,central,owner_reg,260,945,6233,25368,0.2751322751322751,0.2826889138456602,0.2651371807000946
Fairview Heights,Upper Harbour Local Board Area,north,animal_desexed,115,169,5464,43051,0.6804733727810651,0.7016837481698389,0.7100648068569836
Fairview Heights,Upper Harbour Local Board Area,north,classification,2,169,5464,43051,0.011834319526627219,0.016471449487554905,0.016979861094980373
Fairview Heights,Upper Harbour Local Board Area,north,current_reg,149,169,5464,43051,0.8816568047337278,0.9302708638360175,0.9315695338087385
Fairview Heights,Upper Harbour Local Board Area,north,owner_reg,51,169,5464,43051,0.30177514792899407,0.3444363103953148,0.36059557269285264
Farm Cove,Howick Local Board Area,east,animal_desexed,116,162,8904,8904,0.7160493827160493,0.6630727762803235,0.6630727762803235
Farm Cove,Howick Local Board Area,east,classification,2,162,8904,8904,0.012345679012345678,0.037511230907457324,0.037511230907457324
Farm Cove,Howick Local Board Area,east,current_reg,155,162,8904,8904,0.9567901234567902,0.9174528301886793,0.9174528301886793
Farm Cove,Howick Local Board Area,east,owner_reg,66,162,8904,8904,0.4074074074074074,0.3314240790655885,0.3314240790655885
Favona,Māngere-Ōtāhuhu Local Board Area,south,animal_desexed,135,283,4809,33754,0.47703180212014135,0.45830734040341026,0.560407655388991
Favona,Māngere-Ōtāhuhu Local Board Area,south,classification,76,283,4809,33754,0.26855123674911663,0.1933873986275733,0.10665402618948866
Favona,Māngere-Ōtāhuhu Local Board Area,south,current_reg,202,283,4809,33754,0.7137809187279152,0.769182782283219,0.8430111986727499
Favona,Māngere-Ōtāhuhu Local Board Area,south,owner_reg,47,283,4809,33754,0.16607773851590105,0.15263048450821376,0.29629080997807666
Flat Bush,Howick Local Board Area,east,animal_desexed,874,1518,8904,8904,0.5757575757575758,0.6630727762803235,0.6630727762803235
Flat Bush,Howick Local Board Area,east,classification,89,1518,8904,8904,0.05862977602108037,0.037511230907457324,0.037511230907457324
Flat Bush,Howick Local Board Area,east,current_reg,1364,1518,8904,8904,0.8985507246376812,0.9174528301886793,0.9174528301886793
Flat Bush,Howick Local Board Area,east,owner_reg,393,1518,8904,8904,0.25889328063241107,0.3314240790655885,0.3314240790655885
Forrest Hill,Devonport-Takapuna Local Board Area,north,animal_desexed,404,571,4592,43051,0.7075306479859895,0.7253919860627178,0.7100648068569836
Forrest Hill,Devonport-Takapuna Local Board Area,north,classification,6,571,4592,43051,0.010507880910683012,0.01524390243902439,0.016979861094980373
Forrest Hill,Devonport-Takapuna Local Board Area,north,current_reg,533,571,4592,43051,0.9334500875656743,0.9368466898954704,0.9315695338087385
Forrest Hill,Devonport-Takapuna Local Board Area,north,owner_reg,182,571,4592,43051,0.318739054290718,0.28702090592334495,0.36059557269285264
Freemans Bay,Waitematā Local Board Area,central,animal_desexed,266,361,4310,25368,0.7368421052631579,0.6849187935034803,0.6542100283822138
Freemans Bay,Waitematā Local Board Area,central,classification,4,361,4310,25368,0.0110803324099723,0.013689095127610209,0.03717281614632608
Freemans Bay,Waitematā Local Board Area,central,current_reg,330,361,4310,25368,0.9141274238227147,0.9310904872389791,0.9155234941658783
Freemans Bay,Waitematā Local Board Area,central,owner_reg,93,361,4310,25368,0.25761772853185594,0.23642691415313224,0.2651371807000946
Glen Eden,Waitākere Ranges Local Board Area,west,animal_desexed,1122,1672,6064,20046,0.6710526315789473,0.7204815303430079,0.6577870896937045
Glen Eden,Waitākere Ranges Local Board Area,west,classification,107,1672,6064,20046,0.06399521531100479,0.033641160949868076,0.05711862715753766
Glen Eden,Waitākere Ranges Local Board Area,west,current_reg,1474,1672,6064,20046,0.881578947368421,0.9200197889182058,0.8856629751571385
Glen Eden,Waitākere Ranges Local Board Area,west,owner_reg,515,1672,6064,20046,0.30801435406698563,0.34465699208443273,0.305846552928265
Glen Innes,Maungakiekie-Tāmaki Local Board Area,central,animal_desexed,333,617,5484,25368,0.539708265802269,0.5951859956236324,0.6542100283822138
Glen Innes,Maungakiekie-Tāmaki Local Board Area,central,classification,75,617,5484,25368,0.12155591572123177,0.08460977388767323,0.03717281614632608
Glen Innes,Maungakiekie-Tāmaki Local Board Area,central,current_reg,510,617,5484,25368,0.826580226904376,0.8659737417943107,0.9155234941658783
Glen Innes,Maungakiekie-Tāmaki Local Board Area,central,owner_reg,143,617,5484,25368,0.23176661264181522,0.2671407731582786,0.2651371807000946
Glenbrook,Franklin Local Board Area,south,animal_desexed,258,374,11978,33754,0.6898395721925134,0.6668058106528636,0.560407655388991
Glenbrook,Franklin Local Board Area,south,classification,10,374,11978,33754,0.026737967914438502,0.03414593421272333,0.10665402618948866
Glenbrook,Franklin Local Board Area,south,current_reg,346,374,11978,33754,0.9251336898395722,0.9143429620971781,0.8430111986727499
Glenbrook,Franklin Local Board Area,south,owner_reg,169,374,11978,33754,0.45187165775401067,0.4029888128235098,0.29629080997807666
Glendene,Henderson-Massey Local Board Area,west,animal_desexed,333,518,10288,20046,0.6428571428571429,0.6254860031104199,0.6577870896937045
Glendene,Henderson-Massey Local Board Area,west,classification,28,518,10288,20046,0.05405405405405406,0.06833203732503888,0.05711862715753766
Glendene,Henderson-Massey Local Board Area,west,current_reg,453,518,10288,20046,0.8745173745173745,0.8691679626749611,0.8856629751571385
Glendene,Henderson-Massey Local Board Area,west,owner_reg,184,518,10288,20046,0.3552123552123552,0.29587869362363917,0.305846552928265
Glendowie,Ōrākei Local Board Area,central,animal_desexed,605,838,7161,25368,0.7219570405727923,0.6792347437508728,0.6542100283822138
Glendowie,Ōrākei Local Board Area,central,classification,7,838,7161,25368,0.008353221957040573,0.013685239491691105,0.03717281614632608
Glendowie,Ōrākei Local Board Area,central,current_reg,798,838,7161,25368,0.9522673031026253,0.9402318111995531,0.9155234941658783
Glendowie,Ōrākei Local Board Area,central,owner_reg,260,838,7161,25368,0.31026252983293556,0.27370478983382207,0.2651371807000946
Glenfield,Kaipātiki Local Board Area,north,animal_desexed,656,961,6275,43051,0.6826222684703434,0.7018326693227092,0.7100648068569836
Glenfield,Kaipātiki Local Board Area,north,classification,20,961,6275,43051,0.02081165452653486,0.025816733067729084,0.016979861094980373
Glenfield,Kaipātiki Local Board Area,north,current_reg,881,961,6275,43051,0.9167533818938606,0.9164940239043825,0.9315695338087385
Glenfield,Kaipātiki Local Board Area,north,owner_reg,275,961,6275,43051,0.2861602497398543,0.3244621513944223,0.36059557269285264
Glenvar,Hibiscus and Bays Local Board Area,north,animal_desexed,16,21,12529,43051,0.7619047619047619,0.7449118046132972,0.7100648068569836
Glenvar,Hibiscus and Bays Local Board Area,north,classification,1,21,12529,43051,0.047619047619047616,0.015005187963923697,0.016979861094980373
Glenvar,Hibiscus and Bays Local Board Area,north,current_reg,19,21,12529,43051,0.9047619047619048,0.9426929523505467,0.9315695338087385
Glenvar,Hibiscus and Bays Local Board Area,north,owner_reg,8,21,12529,43051,0.38095238095238093,0.37975895921462205,0.36059557269285264
Glorit,Rodney Local Board Area,north,animal_desexed,24,52,12635,43051,0.46153846153846156,0.6839730906212901,0.7100648068569836
Glorit,Rodney Local Board Area,north,classification,0,52,12635,43051,0,0.015116739216462208,0.016979861094980373
Glorit,Rodney Local Board Area,north,current_reg,49,52,12635,43051,0.9423076923076923,0.9270280965571824,0.9315695338087385
Glorit,Rodney Local Board Area,north,owner_reg,6,52,12635,43051,0.11538461538461539,0.39746735259200633,0.36059557269285264
Goodwood Heights,Manurewa Local Board Area,south,animal_desexed,130,221,5808,33754,0.5882352941176471,0.5020661157024794,0.560407655388991
Goodwood Heights,Manurewa Local Board Area,south,classification,24,221,5808,33754,0.1085972850678733,0.15685261707988982,0.10665402618948866
Goodwood Heights,Manurewa Local Board Area,south,current_reg,191,221,5808,33754,0.8642533936651584,0.7913223140495868,0.8430111986727499
Goodwood Heights,Manurewa Local Board Area,south,owner_reg,71,221,5808,33754,0.3212669683257919,0.23433195592286502,0.29629080997807666
Grafton,Waitematā Local Board Area,central,animal_desexed,52,79,4310,25368,0.6582278481012658,0.6849187935034803,0.6542100283822138
Grafton,Waitematā Local Board Area,central,classification,3,79,4310,25368,0.0379746835443038,0.013689095127610209,0.03717281614632608
Grafton,Waitematā Local Board Area,central,current_reg,70,79,4310,25368,0.8860759493670886,0.9310904872389791,0.9155234941658783
Grafton,Waitematā Local Board Area,central,owner_reg,15,79,4310,25368,0.189873417721519,0.23642691415313224,0.2651371807000946
Great Barrier Island,Aotea/Great Barrier Local Board Area,north,animal_desexed,191,349,349,43051,0.5472779369627507,0.5472779369627507,0.7100648068569836
Great Barrier Island,Aotea/Great Barrier Local Board Area,north,classification,9,349,349,43051,0.025787965616045846,0.025787965616045846,0.016979861094980373
Great Barrier Island,Aotea/Great Barrier Local Board Area,north,current_reg,321,349,349,43051,0.9197707736389685,0.9197707736389685,0.9315695338087385
Great Barrier Island,Aotea/Great Barrier Local Board Area,north,owner_reg,184,349,349,43051,0.5272206303724928,0.5272206303724928,0.36059557269285264
Green Bay,Whau Local Board Area,west,animal_desexed,264,359,3694,20046,0.7353760445682451,0.6448294531672983,0.6577870896937045
Green Bay,Whau Local Board Area,west,classification,10,359,3694,20046,0.027855153203342618,0.06442880346507851,0.05711862715753766
Green Bay,Whau Local Board Area,west,current_reg,315,359,3694,20046,0.8774373259052924,0.8752030319436924,0.8856629751571385
Green Bay,Whau Local Board Area,west,owner_reg,122,359,3694,20046,0.3398328690807799,0.2698971304818625,0.305846552928265
Greenhithe,Upper Harbour Local Board Area,north,animal_desexed,755,1030,5464,43051,0.7330097087378641,0.7016837481698389,0.7100648068569836
Greenhithe,Upper Harbour Local Board Area,north,classification,14,1030,5464,43051,0.013592233009708738,0.016471449487554905,0.016979861094980373
Greenhithe,Upper Harbour Local Board Area,north,current_reg,991,1030,5464,43051,0.962135922330097,0.9302708638360175,0.9315695338087385
